plague~fides_delim~https://www.cdc.gov/plague/index.html~fides_delim~Plague - CDC~fides_delim~<em>Plague</em> is a disease that affects humans and other mammals. It is caused by the bacterium, Yersinia pestis. Humans usually get <em>plague</em> after being bitten by a ...~fides_delim~totalcount
plague~fides_delim~https://www.who.int/news-room/fact-sheets/detail/plague~fides_delim~Plague - World Health Organization (WHO)~fides_delim~<em>Plague</em> is an infectious disease caused by the bacteria Yersinia pestis, a zoonotic bacteria, usually found in small mammals and their fleas. It ...~fides_delim~totalcount
plague~fides_delim~https://en.wikipedia.org/wiki/Plague_(disease)~fides_delim~Plague (disease) - Wikipedia~fides_delim~<em>Plague</em> is an infectious disease caused by the bacterium Yersinia pestis. ... Symptoms include fever, weakness and headache. ... Usually this begins one to seven ...~fides_delim~totalcount
plague~fides_delim~https://www.mayoclinic.org/diseases-conditions/plague/symptoms-causes/syc-20351291~fides_delim~Plague - Symptoms and causes - Mayo Clinic~fides_delim~<em>Plague</em> is a serious bacterial infection that's transmitted primarily by fleas. The organism that causes <em>plague</em>, Yersinia pestis, ...~fides_delim~totalcount
plague~fides_delim~https://www.britannica.com/science/plague~fides_delim~Plague | Definition, Symptoms, &amp; History | Britannica~fides_delim~<em>plague</em>, infectious disease caused by Yersinia pestis, a bacterium transmitted from rodents to humans by the bite of infected fleas. <em>Plague</em> was the cause of ...~fides_delim~totalcount
plague~fides_delim~https://www.cdph.ca.gov/Programs/CID/DCDC/pages/plague.aspx~fides_delim~Plague - California Department of Public Health~fides_delim~<em>Plague</em> is an ancient disease that has caused epidemics of illness and the deaths of millions of people throughout history.~fides_delim~totalcount
plague~fides_delim~https://medlineplus.gov/ency/article/000596.htm~fides_delim~Plague: MedlinePlus Medical Encyclopedia~fides_delim~<em>Plague</em> is caused by the bacteria Yersinia pestis. Rodents, such as rats, carry the disease. It is spread by fleas. People can get <em>plague</em> ...~fides_delim~totalcount
plague~fides_delim~https://medlineplus.gov/plague.html~fides_delim~Plague - MedlinePlus~fides_delim~<em>Plague</em> is an infection caused by the bacterium Yersinia pestis. The bacteria are found mainly in rats and in the fleas that feed on them.~fides_delim~totalcount
plague~fides_delim~https://my.clevelandclinic.org/health/diseases/17782-plague~fides_delim~Plague: Types, History, Causes & Prevention~fides_delim~<em>Plague</em> is an illness you get from Yersinia pestis bacterium. You usually get the most common form (bubonic <em>plague</em>) from flea bites, ...~fides_delim~totalcount
plague~fides_delim~https://www.nationalgeographic.com/science/article/the-plague~fides_delim~Plague (Black Death) bacterial infection information and ...~fides_delim~<em>Plague</em> is one of the deadliest diseases in human history, second only to smallpox. A bacterial infection found mainly in rodents and ...~fides_delim~totalcount
plague~fides_delim~https://www.ncbi.nlm.nih.gov/books/NBK549855/~fides_delim~Plague - StatPearls - NCBI Bookshelf~fides_delim~by RL Dillard · 2021 · Cited by 6 — <em>Plague</em> is a zoonotic infection that has affected humans for thousands of years. In humans, the primary <em>plague</em> syndromes are bubonic, ...~fides_delim~totalcount
plague~fides_delim~https://dph.illinois.gov/topics-services/emergency-preparedness-response/public-health-care-system-preparedness/plague.html~fides_delim~Plague - IDPH - Illinois.gov~fides_delim~What is <em>plague</em>? <em>Plague</em> is a disease that affects animals and humans. It is caused by the bacterium Yersinia pestis which is found in rodents and their fleas ...~fides_delim~totalcount
plague~fides_delim~https://idph.iowa.gov/cade/disease-information/plague~fides_delim~Plague - Iowa Department of Public Health~fides_delim~<em>Plague</em> is a disease caused by the bacterium Yersinia pestis. In its most common form, <em>plague</em> is also known as the bubonic <em>plague</em>. Buboes are the painful, ...~fides_delim~totalcount
plague~fides_delim~https://emedicine.medscape.com/article/235627-overview~fides_delim~Plague: Background, Pathophysiology, Epidemiology~fides_delim~<em>Plague</em> is an acute, contagious, febrile illness usually transmitted to humans by the bite of an infected flea. <em>Plague</em> occurs as 3 major clinical ...~fides_delim~totalcount
plague~fides_delim~https://jmvh.org/article/the-history-of-plague-part-1-the-three-great-pandemics/~fides_delim~The History of Plague – Part 1. The Three Great Pandemics~fides_delim~<em>Plague</em> is an acute infectious disease caused by the bacillus Yersinia pestis and is still endemic in indigenous rodent populations of South and North ...~fides_delim~totalcount
plague~fides_delim~https://www.health.ny.gov/diseases/communicable/plague/fact_sheet.htm~fides_delim~Plague Fact Sheet - New York State Department of Health~fides_delim~<em>Plague</em> occurs naturally in the western United States and is transmitted by the bite of an infected flea, by handling infected animals, or inhaling droplets from ...~fides_delim~totalcount
plague~fides_delim~https://www.nmhealth.org/about/erd/ideb/zdp/plg/~fides_delim~Plague - New Mexico Department of Health~fides_delim~<em>Plague</em> is an infectious disease of animals and humans caused by a bacterium named Yersinia pestis. People usually get <em>plague</em> from the bite of a rodent flea ...~fides_delim~totalcount
plague~fides_delim~https://www.healthline.com/health/plague~fides_delim~The Plague: Types, Causes, and Symptoms - Healthline~fides_delim~The <em>plague</em> is a serious bacterial infection that can be deadly. Sometimes referred to as the “black <em>plague</em>,” the disease is caused by a bacterial strain ...~fides_delim~totalcount
plague~fides_delim~https://www.osha.gov/plague~fides_delim~Plague - Overview | Occupational Safety and Health ... - OSHA~fides_delim~<em>Plague</em> is a disease well-known to humankind. Throughout history, in a series of epidemics, <em>plague</em> has claimed the lives of millions the world over.~fides_delim~totalcount
plague~fides_delim~https://en.wiktionary.org/wiki/plague~fides_delim~plague - Wiktionary~fides_delim~(often used with the, sometimes capitalized: the <em>Plague</em>) The bubonic <em>plague</em>, the pestilent disease caused by the virulent bacterium Yersinia pestis.~fides_delim~totalcount
plague~fides_delim~https://www.merriam-webster.com/dictionary/plague~fides_delim~Plague Definition &amp; Meaning - Merriam-Webster~fides_delim~The meaning of <em>PLAGUE</em> is a disastrous evil or affliction : calamity. How to use <em>plague</em> in a sentence. Synonym Discussion of <em>Plague</em>.~fides_delim~totalcount
plague~fides_delim~https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/plague/~fides_delim~Plague - Wyoming Department of Health~fides_delim~<em>Plague</em> is a disease caused by the bacterium, Yersinia pestis, that affects humans and other mammals. Humans typically get <em>plague</em> after being bitten by a ...~fides_delim~totalcount
plague~fides_delim~https://www.ecdc.europa.eu/en/plague~fides_delim~Plague - ECDC - European Union~fides_delim~<em>Plague</em> is caused by Yersinia pestis bacteria. Blood sucking fleas transmit the bacteria among animals, and various species of rodents can become infected.~fides_delim~totalcount
plague~fides_delim~https://www.health.state.mn.us/diseases/plague/plague.html~fides_delim~Plague Facts - MN Dept. of Health~fides_delim~<em>Plague</em> is a disease caused by a kind of bacteria. In nature, the disease is spread from rodents to humans by the bite of a flea.~fides_delim~totalcount
plague~fides_delim~https://agriculture.az.gov/pests-pest-control/human-diseases/plague~fides_delim~Plague - Arizona Department of Agriculture~fides_delim~<em>Plague</em> is a disease that affects humans and other mammals. It is caused by the bacterium, Yersinia pestis. Humans usually get <em>plague</em> after being bitten by a ...~fides_delim~totalcount
plague~fides_delim~https://www.webmd.com/a-to-z-guides/plague-faq~fides_delim~Bubonic Plague: Symptoms, Causes, Treatment, Prevention~fides_delim~The <em>plague</em> is caused by bacteria called Yersinia pestis. It's usually spread by fleas. These bugs pick up the germs when they bite infected ...~fides_delim~totalcount
plague~fides_delim~https://www.sciencedirect.com/topics/medicine-and-dentistry/plague~fides_delim~Plague - an overview | ScienceDirect Topics~fides_delim~<em>Plague</em> is a deadly zoonosis caused by the bacterium Yersinia pestis. It has caused three major historical pandemics that profoundly impacted the demography of ...~fides_delim~totalcount
plague~fides_delim~https://www.sandiegocounty.gov/content/sdc/deh/pests/plague.html~fides_delim~Plague - County of San Diego~fides_delim~An animal with <em>plague</em> will become very ill, may stop eating and will have a fever. Swollen lymph glands may occur, generally in the neck area. Inform your ...~fides_delim~totalcount
plague~fides_delim~https://www.mass.gov/service-details/plague~fides_delim~Plague | Mass.gov~fides_delim~<em>Plague</em> is a disease caused by the bacteria (germ) Yersinia pestis. There are two major types of <em>plague</em> illness that people can get: bubonic <em>plague</em> (swollen ...~fides_delim~totalcount
plague~fides_delim~https://www.dshs.texas.gov/plague/plague-yersinia-pestis-description~fides_delim~Plague (Yersinia pestis) Description | Texas DSHS~fides_delim~What Is <em>Plague</em>? <em>Plague</em> is a disease caused by microorganisms (germs) called bacteria. It is usually passed between rabbits and rodents, such as rats, mice, ...~fides_delim~totalcount
plague~fides_delim~https://www.cabq.gov/environmentalhealth/urban-biology/rodents/plague~fides_delim~Plague - City of Albuquerque~fides_delim~<em>Plague</em> is a naturally-occurring, flea-transmitted disease of rodents and rabbits caused by the bacterium Yersinia pestis. Infected rodents usually die, ...~fides_delim~totalcount
plague~fides_delim~https://www.merckmanuals.com/professional/infectious-diseases/gram-negative-bacilli/plague-and-other-yersinia-infections~fides_delim~Plague and Other Yersinia Infections - Infectious Diseases~fides_delim~<em>Plague</em> is caused by the gram-negative bacterium Yersinia pestis. Symptoms are either severe pneumonia or large, tender lymphadenopathy with high fever, ...~fides_delim~totalcount
plague~fides_delim~https://www.usgs.gov/programs/fish-and-wildlife-disease/sylvatic-plague~fides_delim~Sylvatic Plague | U.S. Geological Survey - USGS.gov~fides_delim~Sylvatic <em>plague</em> is a flea-borne bacterial disease of wild rodents. Humans, pets, and wildlife can be afflicted with this disease. Prairie dogs are highly ...~fides_delim~totalcount
plague~fides_delim~https://www.pnas.org/doi/10.1073/pnas.1903797116~fides_delim~The Justinianic Plague: An inconsequential pandemic? - PNAS~fides_delim~by L Mordechai · 2019 · Cited by 142 — SignificanceThe Justinianic <em>Plague</em> (circa 541 to 750 CE) has recently featured prominently in scholarly and popular discussions.~fides_delim~totalcount
plague~fides_delim~https://www.dictionary.com/browse/plague~fides_delim~Plague Definition &amp; Meaning - Dictionary.com~fides_delim~<em>Plague</em> definition, an epidemic disease that causes high mortality; pestilence. See more.~fides_delim~totalcount
plague~fides_delim~https://www.cfsph.iastate.edu/FastFacts/pdfs/plague_F.pdf~fides_delim~Plague - CFSPH~fides_delim~<em>Plague</em> is a severe disease caused by the bacteria, Yersinia pestis. (Yur-sin-EE-ah pes-tis). Many animal species, including humans, can get the disease.~fides_delim~totalcount
plague~fides_delim~https://epi.dph.ncdhhs.gov/cd/diseases/plague.html~fides_delim~Plague - NC DPH~fides_delim~<em>Plague</em> is an infectious disease of animals and humans caused by a bacterium named Yersinia pestis. Wild rodents in certain areas around the world are ...~fides_delim~totalcount
plague~fides_delim~https://doh.wa.gov/public-health-healthcare-providers/notifiable-conditions/plague~fides_delim~Plague | Washington State Department of Health - WA.gov~fides_delim~Illness and treatment: <em>Plague</em> causes three main syndromes: bubonic (fever, headache, nausea and unilateral lymph node swelling); septicemic (bacteremia and ...~fides_delim~totalcount
plague~fides_delim~https://www.michigan.gov/michiganprepares/az/az2/plague~fides_delim~Plague - State of Michigan~fides_delim~<em>Plague</em> is an infectious disease that affects animals and humans. It is caused by the bacterium Yersinia pestis. This bacterium is found in rodents and their ...~fides_delim~totalcount
plague~fides_delim~https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Plague~fides_delim~Plague - CT.gov~fides_delim~Connecticut <em>Plague</em> Surveillance. The Connecticut Department of Public Health (DPH) has conducted surveillance for <em>plague</em> for over 40 years. It ...~fides_delim~totalcount
plague~fides_delim~https://www.uptodate.com/contents/clinical-manifestations-diagnosis-and-treatment-of-plague-yersinia-pestis-infection~fides_delim~Clinical manifestations, diagnosis, and treatment of plague ...~fides_delim~Y. pestis causes <em>plague</em> and is transmitted by fleas. The most common clinical manifestation is acute febrile lymphadenitis, called bubonic ...~fides_delim~totalcount
plague~fides_delim~https://netec.org/2022/08/08/plague-symptoms-treatment-and-infection-prevention/~fides_delim~Plague Symptoms, Treatment, and Infection Prevention - NETEC~fides_delim~Clockwise from top left: Yersinia pestis in the blood; blackened tissue from acral necrosis, a symptom common in bubonic <em>plague</em>; swollen ...~fides_delim~totalcount
plague~fides_delim~https://cdphe.colorado.gov/animal-related-diseases/plague~fides_delim~Plague | Department of Public Health &amp; Environment~fides_delim~Quick Guide to Management of Suspected Veterinary Cases of <em>Plague</em> · Colorado Communicable Disease Manual. Communicable Diseases · Animal-related diseases.~fides_delim~totalcount
plague~fides_delim~https://health.maryland.gov/phpa/pages/Plague.aspx~fides_delim~Pages - Plague - Maryland.gov~fides_delim~<em>Plague</em> Fact Sheet · <em>Plague</em> is a severe disease caused by a bacterium called Yersinia pestis · People visiting or working in areas with infected rodents are at ...~fides_delim~totalcount
plague~fides_delim~https://www.nyc.gov/site/doh/health/emergency-preparedness/emergencies-biological-plague.page~fides_delim~Biological Emergencies: Plague - NYC Health~fides_delim~<em>Plague</em> is a potentially severe disease caused by a bacterium, Yersinia pestis. It caused the 'Black Death' in Europe during the Middle Ages, ...~fides_delim~totalcount
plague~fides_delim~https://www.nicklauschildrens.org/conditions-we-treat/plague~fides_delim~What is the Plague? | Nicklaus Children&#39;s Hospital~fides_delim~Though common during the Middle Ages, <em>plague</em> is a disease that still exists today. Learn how to identify symptoms of <em>plague</em> at Nicklaus ...~fides_delim~totalcount
plague~fides_delim~https://www.avma.org/plague~fides_delim~Plague | American Veterinary Medical Association~fides_delim~<em>Plague</em> is an infectious disease of animals and humans caused by the bacterium Yersinia pestis.~fides_delim~totalcount
plague~fides_delim~https://www.floridahealth.gov/diseases-and-conditions/plague/index.html~fides_delim~Plague | Florida Department of Health~fides_delim~<em>Plague</em> is an acute, bacterial disease caused by Yersinia pestis, a Gram-negative bacteria that is transmitted from rodent to rodent by infected fleas.~fides_delim~totalcount
plague~fides_delim~https://www.jeffco.us/2368/Plague~fides_delim~Plague | Jefferson County, CO~fides_delim~<em>Plague</em> [external link] is an infectious disease of animals and humans caused by a bacterium named Yersinia pestis. People usually get <em>plague</em> from being ...~fides_delim~totalcount
plague~fides_delim~https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/plague.shtml~fides_delim~Plague - Disease Surveillance Epidemiology Program - MeCDC~fides_delim~<em>Plague</em> is a disease caused by Yersinia pestis (Y. pestis), a bacterium found in rodents and their fleas in many areas around the world.~fides_delim~totalcount
plague~fides_delim~https://www.tn.gov/health/cedep/reportable-diseases/plague-yersinia-pestis.html~fides_delim~Plague Yersinia pestis - TN.gov~fides_delim~Description of illness: <em>Plague</em> is a disease that affects humans and other mammals, caused by the bacterium, Yersinia pestis. Humans usually contract <em>plague</em> ...~fides_delim~totalcount
plague~fides_delim~https://www.youtube.com/watch?v=LMt8xm4t7XQ~fides_delim~Why plague doctors wore beaked masks - YouTube~fides_delim~Explore the history of the European <b>plague</b> doctor, and find out where their iconic outfit of a beaked mask and robe came from.~fides_delim~totalcount
plague~fides_delim~https://health.hawaii.gov/docd/disease_listing/plague/~fides_delim~Plague | Disease Outbreak Control Division~fides_delim~<em>Plague</em> is a serious illness caused by bacteria called Yersinia pestis. The disease is carried by rodents (rats and mice) and their fleas, which can then ...~fides_delim~totalcount
plague~fides_delim~https://www.medicinenet.com/plague_facts/article.htm~fides_delim~Plague (Black Death) Definition, Symptoms, Types, Treatment ...~fides_delim~Fleas that have fed on infected rodents transmit pneumonic, septicemic, and bubonic <em>plague</em> to humans. <em>Plague</em> symptoms and signs include swollen lymph nodes, ...~fides_delim~totalcount
